Name,Roomsinfo,Beds,Location,DiscountPrice,ActualPrice,Reviews,Host
Alexander Apartments Newcastle City,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 10m²4 beds (2 singles, 2 doubles)","<span class=""bb58e7a787"">Entire apartment</span>","Newcastle City Centre, Newcastle upon Tyne","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 36,853</span>",,"<div aria-label=""Scored 5.8 "" class=""b5cd09854e d10a6220b4"">5.8</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Countryside Mill Apartments,Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Greetland,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 57,638</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 62,650</span>","<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Ferry House,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 50m²3 beds (1 single, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Pembroke Dock,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 13,019</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 14,151</span>","<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
She's Electric,"Entire holiday home • 2 bedrooms • 2 bathrooms • 74m²3 beds (1 single, 2 doubles)","<span class=""bb58e7a787"">Entire holiday home</span>",Blandford Forum,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 17,495</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 19,016</span>","<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Seaton Estate,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 74m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Arbroath,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 46,992</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 51,078</span>","<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Town Stay,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 65m²3 beds (1 single, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Plymouth,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 24,140</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 26,239</span>","<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Backpool Central Apartments 1,Entire apartment • 2 bedrooms • 1 bathroom • 200m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>","Blackpool Centre, Blackpool","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 26,975</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 29,320</span>","<div aria-label=""Scored 9.5 "" class=""b5cd09854e d10a6220b4"">9.5</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Meadfoot Cottage,Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen2 double beds,"<span class=""bb58e7a787"">Entire holiday home</span>","Torquay City Centre, Torquay","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 27,124</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 29,482</span>","<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
"Arthurs Cottage -Charming Courtyard Cottage in the heart of Kendal, The Lake District","Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 55m²2 beds (1 double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Kendal,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 33,272</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 36,166</span>","<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
LaLuna Apartments,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 45m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire apartment</span>",Gateshead,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 21,970</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 23,881</span>","<div aria-label=""Scored 9.5 "" class=""b5cd09854e d10a6220b4"">9.5</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
PREMIER - Houldsworth Apartment,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 63m²5 beds (3 singles, 2 sofa beds)","<span class=""bb58e7a787"">Entire apartment</span>",Hartwood,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 25,060</span>",,"<div aria-label=""Scored 7.4 "" class=""b5cd09854e d10a6220b4"">7.4</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Llys Marina,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 70m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Y Felinheli,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 31,192</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 33,905</span>","<div aria-label=""Scored 9.4 "" class=""b5cd09854e d10a6220b4"">9.4</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Host & Stay - Grange Cottage,Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 90m²2 double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Osmotherley,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 21,227</span>",,"<div aria-label=""Scored 7.4 "" class=""b5cd09854e d10a6220b4"">7.4</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Milo's place is a home from home,Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 45m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Egremont,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 22,784</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 35,379</span>","<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
15 Crabshell Heights,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 25m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Kingsbridge,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 24,954</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 27,124</span>","<div aria-label=""Scored 7.5 "" class=""b5cd09854e d10a6220b4"">7.5</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Shore Times Holiday Chalet Parkdean K75,"Entire chalet • 2 bedrooms • 1 bathroom • 1 kitchen • 35m²3 beds (2 singles, 1 large double)","<span class=""bb58e7a787"">Entire chalet</span>",Camber,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 50,179</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 54,542</span>","<div aria-label=""Scored 9.5 "" class=""b5cd09854e d10a6220b4"">9.5</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Brampton Holiday Homes - Beckside Apartment,Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 50m²3 single beds,"<span class=""bb58e7a787"">Entire apartment</span>",Brampton,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 31,328</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 34,052</span>","<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
"Town Hall Lofts, Settle","Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 74m²3 beds (1 single, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Settle,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 26,581</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 28,893</span>","<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Sea View House,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Scarborough,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 19,597</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 21,301</span>","<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Myrtle cottage,"Entire bungalow • 2 bedrooms • 1 bathroom • 1 kitchen • 60m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire bungalow</span>",Dickleburgh,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 23,055</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 25,060</span>","<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
The Osborne Apartments,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 61m²3 beds (1 single, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Torquay,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 31,054</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 33,754</span>","<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Lux Apartment,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire apartment</span>",Bangor,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 32,136</span>",,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
K Suites - The Galleria,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²4 beds (3 singles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Hatfield,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 28,893</span>",,"<div aria-label=""Scored 6.1 "" class=""b5cd09854e d10a6220b4"">6.1</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Hebden Royd House Hebden Bridge,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 85m²4 beds (1 single, 2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Hebden Bridge,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 33,905</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 36,853</span>","<div aria-label=""Scored 9.5 "" class=""b5cd09854e d10a6220b4"">9.5</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Stunning 2-Bed Cottage Countryside outside Ayr,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 55m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Hollybush,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 45,839</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 49,825</span>","<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
The Castle Lodge,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom5 beds (3 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Tredegar,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 29,482</span>",,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Penthouse - Harbour Views,"Entire apartment • 2 bedrooms • 1 bathroom • 121m²2 beds (1 double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Poole,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 38,327</span>",,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
"Combe Lane Cottage, Exford","Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 100m²3 beds (1 single, 1 double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Exford,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 45,550</span>",,,"<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> <!-- -->10</div>"
Dunamoy Cottages & Spa,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 68m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Ballyclare,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 54,247</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 58,965</span>","<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
GuestReady - Splendid 2 Bed Home with parking 2-mins walk to Chinatown,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 75m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","Liverpool City Centre, Liverpool","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 20,029</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 21,770</span>","<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
The Apartment in Aberlour,"Entire apartment • 2 bedrooms • 2 living rooms • 1 bathroom • 1 kitchen6 beds (4 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Aberlour,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 27,124</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 29,482</span>","<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
"Lakeview Lodge, Builth Wells (pet friendly)","Entire chalet • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 20m²3 beds (2 singles, 1 extra-large double)","<span class=""bb58e7a787"">Entire chalet</span>",Builth Wells,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 28,073</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 30,514</span>","<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
"Unique Accommodation Liverpool - Luxury 2 Bed Apartments , Perfect for Business & Families, Book Now",Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 23m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>","Liverpool City Centre, Liverpool","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 56,689</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 61,618</span>","<div aria-label=""Scored 6.2 "" class=""b5cd09854e d10a6220b4"">6.2</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Platinum Penthouse,Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Bradford,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 23,733</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 25,797</span>","<div aria-label=""Scored 4.0 "" class=""b5cd09854e d10a6220b4"">4.0</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Superior 6 berth holiday home in Suffolk,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 75m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Saxmundham,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 50,179</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 54,542</span>","<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Tranquility caravan in chwilog north wales Entire Holiday Home,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms4 beds (2 singles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Chwilog,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 29,836</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 32,431</span>","<div aria-label=""Scored 2.7 "" class=""b5cd09854e d10a6220b4"">2.7</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Goodwins',"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 65m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Swadlincote,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 24,411</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 26,534</span>","<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Islandcorr Cottage Giants Causeway,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 150m²5 beds (2 singles, 3 large doubles)","<span class=""bb58e7a787"">Entire holiday home</span>",Dunseverick,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 37,973</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 41,275</span>","<div aria-label=""Scored 9.7 "" class=""b5cd09854e d10a6220b4"">9.7</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Isallt Cosy Cottage. Dogs Welcome. Superking & Double Bed. Log Burner. Peaceful Village Location,"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 120m²2 beds (1 double, 1 extra-large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Llanbrynmair,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 37,431</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 40,686</span>","<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Entire 2-bed house with free parking,Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 40m²2 double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Moston,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 37,973</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 41,275</span>","<div aria-label=""Scored 9.5 "" class=""b5cd09854e d10a6220b4"">9.5</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Woodbury Court,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 70m²2 beds (1 double, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Bere Regis,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 37,973</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 41,275</span>","<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Rose Cottage three bedroom house,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 16m²6 beds (2 singles, 2 doubles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Carsphairn,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 35,261</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 38,327</span>","<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Alexander Apartments SS,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom3 beds (1 single, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Elswick,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 23,586</span>",,,
Kennys apartment,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen3 beds (2 singles, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Milford Haven,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 42,042</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 45,698</span>","<div aria-label=""Scored 10 "" class=""b5cd09854e d10a6220b4"">10</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Snowdonia Log Cabin 185,"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen2 beds (1 double, 1 bunk bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Trawsfynydd,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 27,124</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 29,482</span>","<div aria-label=""Scored 7.7 "" class=""b5cd09854e d10a6220b4"">7.7</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Snowdon Cottage,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 120m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Caernarfon,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 43,940</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 47,761</span>","<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
hippychic lodge,"Entire chalet • 2 bedrooms • 2 bathrooms • 1 kitchen • 102m²3 beds (2 bunk beds, 1 large double)","<span class=""bb58e7a787"">Entire chalet</span>","Liverpool City Centre, Liverpool","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 26,534</span>",,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
#0311 Two Bedroom serviced apartment - Free Parking,"Entire apartment • 2 bedrooms • 1 bathroom3 beds (2 singles, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Derby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 27,124</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 29,482</span>","<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
BEAUTIFUL ROOMS In LOVELY FLAT,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 10m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Woolwich,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 46,110</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 50,120</span>","<div aria-label=""Scored 6.6 "" class=""b5cd09854e d10a6220b4"">6.6</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
The Cottage at Greystoke,Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 80m²2 double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Greystoke,,,,
Millstream Mews,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Bakewell,,,"<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
